Date,Actual,Prediction
2020-02-13,1.0,0.0
2020-02-14,1.0,0.0
2020-02-15,1.0,0.0005710663225802383
2020-02-16,1.0,0.004075550289976822
2020-02-17,1.0,0.01756308014722253
2020-02-18,1.0,0.05602988286788344
2020-02-19,1.0,0.14606750434535418
2020-02-20,1.0,0.3295832612964664
2020-02-21,1.0,0.6673786125076399
2020-02-22,1.0,1.24244686565755
2020-02-23,1.0,2.1628891086067403
2020-02-24,1.0,3.564380202098739
2020-02-25,1.0,5.6121432655271075
2020-02-26,2.0,8.502412386696404
2020-02-27,7.0,12.463380218672294
2020-02-28,7.0,17.755640439052076
2020-02-29,12.0,24.67214534712278
2020-03-01,14.0,33.53770666431915
2020-03-02,15.0,44.708073302426925
2020-03-03,21.0,58.56862382525779
2020-03-04,35.0,75.53271385220803
2020-03-05,94.0,96.03971999053846
2020-03-06,101.0,120.55282225408558
2020-03-07,161.0,149.55656651422402
2020-03-08,203.0,183.55424749182126
2020-03-09,248.0,223.06515127086658
2020-03-10,355.0,268.62169440951897
2020-03-11,500.0,320.7664945392307
2020-03-12,599.0,380.0494049590881
2020-03-13,814.0,447.0245432192638
2020-03-14,961.0,522.2473411019672
2020-03-15,1022.0,606.2716407981776
2020-03-16,1103.0,699.6468594830251
2020-03-17,1190.0,802.9152419439047
2020-03-18,1279.0,916.6092184389247
2020-03-19,1439.0,1041.2488825793732
2020-03-20,1639.0,1177.3396017540983
2020-03-21,1763.0,1325.369770457723
2020-03-22,1934.0,1485.8087148565778
2020-03-23,2046.0,1659.1047550315845
2020-03-24,2286.0,1845.683429578909
2020-03-25,2526.0,2045.9458856279532
2020-03-26,2840.0,2260.2674358512763
2020-03-27,3069.0,2488.996282690302
2020-03-28,3447.0,2732.4524088006415
2020-03-29,3700.0,2990.926631627424
2020-03-30,4028.0,3264.6798190492996
2020-03-31,4435.0,3553.9422621740387
2020-04-01,4947.0,3858.9132006233144
2020-04-02,5568.0,4179.760495002982
2020-04-03,6131.0,4516.620440711578
2020-04-04,6443.0,4869.597716787824
2020-04-05,6830.0,5238.765463130614
2020-04-06,7206.0,5624.165479136802
2020-04-07,7693.0,6025.808536585912
2020-04-08,8419.0,6443.674799451489
2020-04-09,9141.0,6877.714343229725
2020-04-10,9685.0,7327.847766341928
2020-04-11,10151.0,7793.966886182592
2020-04-12,10483.0,8275.935512444732
2020-04-13,10948.0,8773.590290452961
2020-04-14,11445.0,9286.74160736886
2020-04-15,11927.0,9815.174554297555
2020-04-16,12540.0,10358.649937514885
2020-04-17,13216.0,10916.905332248112
2020-04-18,13822.0,11489.656172675384
2020-04-19,14385.0,12076.59687205697
2020-04-20,14777.0,12677.401967172516
2020-04-21,15322.0,13291.727281508873
2020-04-22,16004.0,13919.211101921495
2020-04-23,16755.0,14559.475363775444
2020-04-24,17567.0,15212.126839858222
2020-04-25,18177.0,15876.758328643995
2020-04-26,18640.0,16552.949837775206
2020-04-27,18926.0,17240.26975891214
2020-04-28,19621.0,17938.27603038183
2020-04-29,20302.0,18646.51728433373
2020-04-30,21092.0,19364.53397538038
2020-05-01,21520.0,20091.859487964444
2020-05-02,22082.0,20828.021219950242
2020-05-03,22317.0,21572.54164018595
2020-05-04,22721.0,22324.93931802185
2020-05-05,23216.0,23084.729923001018
2020-05-06,23918.0,23851.427193159347
2020-05-07,24623.0,24624.543870583202
2020-05-08,25265.0,25403.592603074663
2020-05-09,25921.0,26188.08681096516
2020-05-10,26322.0,26977.541518300503
2020-05-11,26670.0,27771.474147790555
2020-05-12,27272.0,28569.40527907892
2020-05-13,27909.0,29370.859370039354
2020-05-14,28582.0,30175.36544094656
2020-05-15,29207.0,30982.45772150212
2020-05-16,29677.0,31791.676260818436
2020-05-17,30143.0,32602.567500577312
2020-05-18,30377.0,33414.684811684594
2020-05-19,30799.0,34227.58899483844
2020-05-20,31523.0,35040.84874551668
2020-05-21,32172.0,35854.04108396838
2020-05-22,32809.0,36666.75175086725
2020-05-23,33188.0,37478.57556934906
2020-05-24,33459.0,38289.11677421292
2020-05-25,33843.0,39097.98930911776
2020-05-26,34440.0,39904.8170926493
2020-05-27,35088.0,40709.23425417252
2020-05-28,35727.0,41510.88534041568
2020-05-29,36476.0,42309.4254937619
2020-05-30,37113.0,43104.52060324393
