Date,Actual,Prediction
2020-02-23,12.0,0.0
2020-02-24,12.0,0.0
2020-02-25,14.0,1.9053810617679106e-05
2020-02-26,18.0,0.0007112426164076723
2020-02-27,38.0,0.008862384561986127
2020-02-28,57.0,0.0615777654929908
2020-02-29,100.0,0.29493648824674606
2020-03-01,130.0,1.0884356381826377
2020-03-02,191.0,3.3099234653974046
2020-03-03,204.0,8.6672847827393
2020-03-04,285.0,20.148325412386193
2020-03-05,377.0,42.50626006391964
2020-03-06,653.0,82.73105656842472
2020-03-07,949.0,150.44018729843012
2020-03-08,1126.0,258.1267829469822
2020-03-09,1209.0,421.21712435939145
2020-03-10,1784.0,657.9097356153769
2020-03-11,2281.0,988.7914097377974
2020-03-12,2876.0,1436.2478745230321
2020-03-13,3661.0,2023.7057654034984
2020-03-14,4469.0,2774.756335382347
2020-03-15,5423.0,3712.2190899762463
2020-03-16,6633.0,4857.205328664775
2020-03-17,7652.0,6228.238092008147
2020-03-18,9043.0,7840.477361529672
2020-03-19,10871.0,9705.08884333452
2020-03-20,12612.0,11828.782608754838
2020-03-21,14282.0,14213.53546953154
2020-03-22,16018.0,16856.499228142035
2020-03-23,19856.0,19750.086612649946
2020-03-24,22304.0,22882.21826836118
2020-03-25,25233.0,26236.707883720595
2020-03-26,29155.0,29793.758417806825
2020-03-27,32964.0,33530.54035201715
2020-03-28,37575.0,37421.82267354421
2020-03-29,40174.0,41440.628605012746
2020-03-30,44550.0,45558.89058085613
2020-03-31,52128.0,49748.082291239
2020-04-01,56989.0,53979.80944359457
2020-04-02,59105.0,58226.34494187189
2020-04-03,64338.0,62461.09821248699
2020-04-04,68605.0,66659.01222241476
2020-04-05,70478.0,70796.8851979585
2020-04-06,74390.0,74853.61706872984
2020-04-07,78167.0,78810.38317827586
2020-04-08,82048.0,82650.73980377756
2020-04-09,86334.0,86360.66752366303
2020-04-10,90676.0,89928.55949639513
2020-04-11,93790.0,93345.16231348416
2020-04-12,95403.0,96603.4773214493
2020-04-13,98076.0,99698.63023185525
2020-04-14,103575.0,102627.716517014
2020-04-15,106206.0,105389.62958033521
2020-04-16,108847.0,107984.87804889854
2020-04-17,,110415.3978099146
2020-04-18,,112684.36364389288
2020-04-19,,114796.00453008925
2020-04-20,,116755.42594183027
2020-04-21,,118568.44173176878
2020-04-22,,120241.41754530824
2020-04-23,,121781.12710443059
2020-04-24,,123194.62217967202
2020-04-25,,124489.11661703697
2020-04-26,,125671.88440835408
2020-04-27,,126750.1714848512
2020-04-28,,127731.12066983587
2020-04-29,,128621.70904149342
2020-04-30,,129428.6968245032
2020-05-01,,130158.58684268311
2020-05-02,,130817.59351748464
2020-05-03,,131411.62038238667
2020-05-04,,131946.24509498823
2020-05-05,,132426.71096129707
2020-05-06,,132857.92403534125
2020-05-07,,133244.45491739214
2020-05-08,,133590.544441976
2020-05-09,,133900.11251926626
2020-05-10,,134176.76946772027
2020-05-11,,134423.82924982306
2020-05-12,,134644.32409482994
2020-05-13,,134841.0200611901
2020-05-14,,135016.43315595775
2020-05-15,,135172.8456883345
2020-05-16,,135312.3225891688
2020-05-17,,135436.72747759434
2020-05-18,,135547.73830002898
